iter	Logloss
2927	0.5545624335
2928	0.5545326323
2929	0.5544941696
2930	0.5544567836
2931	0.5544360891
2932	0.5544046508
2933	0.5543684446
2934	0.554335926
2935	0.5543044788
2936	0.5542769291
2937	0.5542511495
2938	0.5542134872
2939	0.5541822688
2940	0.5541501806
2941	0.5541131155
2942	0.5540795445
2943	0.5540460784
2944	0.5540184867
2945	0.5539892906
2946	0.5539505327
2947	0.5539120101
2948	0.5538771445
2949	0.5538428322
2950	0.5538081167
2951	0.5537699827
2952	0.5537374175
2953	0.5537040713
2954	0.5536815255
2955	0.5536520385
2956	0.5536116333
2957	0.553573087
2958	0.5535396617
2959	0.5535016524
2960	0.5534645112
2961	0.5534332222
2962	0.5533962264
2963	0.5533631962
2964	0.5533271107
2965	0.5532978215
2966	0.5532744605
2967	0.5532341485
2968	0.5532020534
2969	0.5531647293
2970	0.5531344243
2971	0.55310233
2972	0.5530647088
2973	0.553037774
2974	0.5530021484
2975	0.5529609063
2976	0.5529218948
2977	0.5528922717
2978	0.5528545596
2979	0.5528198453
2980	0.5527855279
2981	0.5527510587
2982	0.5527112955
2983	0.5526782432
2984	0.5526487057
2985	0.5526150304
2986	0.552585582
2987	0.5525487611
2988	0.5525255248
2989	0.5524911843
2990	0.5524660924
2991	0.5524275796
2992	0.5524045675
2993	0.5523691304
2994	0.5523317627
2995	0.5523013089
2996	0.5522621116
2997	0.5522257617
2998	0.5521913454
2999	0.5521547754
